0.5249869,juan
0.55659366,juan
0.48858705,juan
0.43942294,juan
0.44609624,juan
0.4408136,juan
0.4476389,juan
0.42533994,juan
0.45355803,juan
0.4124752,juan
0.4273134,juan
0.44207168,juan
0.45532477,juan
0.4906457,juan
0.43571618,juan
0.4450284,juan
0.4342395,juan
0.48179314,juan
0.5317881,juan
0.49146566,juan
0.41837496,juan
0.38915718,juan
0.45974234,juan
0.45731947,juan
0.3996347,juan
0.47996965,juan
0.4604416,juan
0.40875465,juan
0.47033963,juan
0.46729463,juan
0.47655007,juan
0.43224248,juan
0.43029544,juan
0.45964485,juan
0.46784052,juan
0.4558225,juan
0.45402774,juan
0.5099214,diego
0.4555465,juan
0.46890426,juan
0.4933005,juan
0.46465284,juan
0.5015213,juan
0.47005644,juan
0.5317079,juan
0.46597847,juan
0.41227332,juan
0.46163216,juan
0.44968134,juan
0.40132174,juan
0.4785782,juan
0.48502487,juan
0.45513433,juan
0.4437573,juan
0.4542101,juan
0.45440644,juan
0.43713763,juan
0.44207615,juan
0.5629544,diego
0.49776292,juan
0.5387479,juan
0.4263288,juan
0.5011766,juan
0.46377838,juan
0.5201376,juan
0.4718438,juan
0.51069784,juan
0.5159158,diego
0.46028897,juan
0.5115761,juan
0.4541363,juan
0.49188125,juan
0.45797807,juan
0.50931686,diego
0.45133662,juan
0.44588536,juan
0.4306178,juan
0.49747938,juan
0.51418537,juan
0.49225792,juan
0.47097334,juan
0.47748214,juan
0.4325582,juan
0.43267944,juan
0.4497413,juan
0.39742997,juan
0.47031567,juan
0.48804563,juan
0.4735769,juan
0.44291744,juan
0.50062287,diego
0.4514281,juan
0.46997228,diego
0.4124029,diego
0.4543088,diego
0.5108258,diego
0.3835166,diego
0.48206487,diego
0.39488462,diego
0.4932653,diego
0.5624528,juan
0.49677247,diego
0.5171905,diego
0.50530076,diego
0.4099161,diego
0.47554058,diego
0.4424732,diego
0.47322077,diego
0.43470547,juan
0.4277,juan
0.42649758,juan
0.47336808,juan
0.5327426,juan
0.45355108,juan
0.4472272,juan
0.47925058,juan
0.5033236,juan
0.44842592,juan
0.46225423,juan
0.45651793,juan
0.40508038,juan
0.4488644,juan
0.45091864,juan
0.45339286,juan
0.48408085,diego
0.4538815,juan
0.43697774,juan
0.42429686,juan
0.48597106,juan
0.4667895,juan
0.40140086,juan
0.46819267,juan
0.41760588,juan
0.43349653,juan
0.4259212,juan
0.39386195,juan
0.41760296,juan
0.44625688,juan
0.47547558,juan
0.3959092,juan
0.4297228,juan
0.4303551,juan
0.4328279,juan
0.44455945,juan
0.42103413,juan
0.43952087,juan
0.40689275,juan
0.4556405,juan
0.45427153,juan
0.44380605,juan
0.50982857,juan
0.41690734,juan
0.48541752,juan
0.42963123,juan
0.38749194,juan
0.5191104,juan
0.45788753,juan
0.4707875,juan
0.45463458,juan
0.44275045,juan
0.44649446,juan
0.5258491,diego
0.51659286,juan
0.54889715,juan
0.543952,juan
0.505286,juan
0.54726696,juan
0.4691856,juan
0.50162184,juan
0.53421974,juan
0.4894398,juan
0.42216405,juan
0.53946775,juan
0.55656576,juan
0.5224407,juan
0.56290895,juan
0.52014095,juan
0.4502041,juan
0.5512279,juan
0.42529997,juan
0.46861672,juan
0.52809554,juan
0.49566543,juan
0.4533084,juan
0.45194718,juan
0.49084938,juan
0.46678814,juan
0.47981736,juan
0.5270403,juan
0.5544267,juan
0.4601693,juan
0.47132054,juan
0.46011224,juan
0.4351805,juan
0.43602544,juan
0.4206183,juan
0.45430905,juan
0.44710457,juan
0.4781961,juan
0.45827705,juan
0.43617505,juan
0.46938008,juan
0.60498214,diego
0.45963126,juan
0.5207078,juan
0.44354045,juan
0.45101565,juan
0.5636779,juan
0.45400044,juan
0.47728398,juan
0.505155,juan
0.41013235,juan
0.4628312,juan
0.44166893,juan
0.43723413,juan
0.43744937,juan
0.4230656,juan
0.44493362,juan
0.44310036,juan
0.5240273,juan
0.45295385,juan
0.5079006,juan
0.51418084,juan
0.51906824,juan
0.4561006,juan
0.4409623,juan
0.4151649,juan
0.3819499,juan
0.34582543,juan
0.49926525,juan
0.38837942,juan
0.4507511,juan
0.49359268,juan
0.39513963,juan
0.44804645,juan
0.5041974,diego
0.50119686,juan
0.44829622,diego
0.46612337,juan
0.5003397,diego
0.4764062,juan
0.4884561,juan
0.34945068,juan
0.4669406,juan
0.35408163,juan
0.38881904,juan
0.3756141,juan
0.5299368,juan
0.35854998,juan
0.34039333,juan
0.423547,juan
0.33994466,juan
0.3806607,juan
0.36100787,juan
0.3665412,juan
0.37637046,juan
0.46164426,juan
0.4014185,juan
0.38654384,juan
0.3569868,juan
0.33747253,juan
0.32286856,juan
0.40342408,juan
0.4687033,juan
0.41363075,juan
0.42247063,juan
0.42401433,juan
0.37241632,juan
0.42679036,juan
0.46062315,juan
0.38514233,juan
0.38036802,juan
0.47485968,diego
0.38426486,juan
0.4522019,diego
0.41300952,juan
0.37046012,juan
0.43814176,Nomura
0.5326371,juan
0.5505433,diego
0.3720209,juan
0.40567064,juan
